State,Vehicle_Type,Weather_Condition,Road_Condition,Road_Type,Time_of_Day,Speed_kmph,Crash_Force_kN,Helmet_Used,Seatbelt_Used,Alcohol_Involved,Mobile_Usage,Emergency_Response_Time_min,Driver_License,Gender,Severity,Number_of_Fatalities,Year,Month,Timing
Uttar Pradesh,Truck,Foggy,Wet,Highway,Night,84.9,112.71,Not Applicable,Yes,Yes,No,20.5,Yes,Male,Fatal,5,2023,October,22:40
Tamil Nadu,Car,Rainy,Damaged,Rural,Morning,68.6,97.29,Not Applicable,Yes,Yes,No,19.1,No,Male,Fatal,9,2021,July,8:01
Uttar Pradesh,Car,Rainy,Dry,Highway,Night,86.4,131.31,Not Applicable,Yes,No,No,31.5,Yes,Female,Fatal,1,2020,October,2:48
Rajasthan,Bike,Clear,Wet,Highway,Morning,89.4,134.11,No,Not Applicable,No,No,32.8,Expired,Female,Fatal,3,2022,October,4:30
Maharashtra,Truck,Rainy,Damaged,Urban,Afternoon,67.4,100.77,Not Applicable,Yes,Yes,Yes,29.4,Yes,Male,Fatal,3,2024,June,12:10
Gujarat,Bike,Rainy,Damaged,Urban,Morning,42.1,66.42,No,Not Applicable,Yes,No,18.2,Yes,Female,Fatal,5,2019,November,8:31
Gujarat,Bike,Clear,Damaged,Highway,Evening,114.6,154.56,Yes,Not Applicable,Yes,No,33.7,No,Female,Fatal,4,2021,September,20:12
Gujarat,Bike,Clear,Wet,Highway,Night,108.5,172.43,Yes,Not Applicable,No,Yes,12.2,Expired,Female,Fatal,4,2024,September,0:30
Karnataka,Bike,Rainy,Wet,Highway,Evening,80.3,115.9,No,Not Applicable,Yes,No,13.9,Expired,Male,Fatal,4,2022,May,20:30
Gujarat,Bike,Foggy,Wet,Highway,Night,82.1,130.73,No,Not Applicable,No,No,16.3,No,Female,Fatal,4,2024,March,21:01
Uttar Pradesh,Truck,Clear,Damaged,Urban,Evening,59,91.61,Not Applicable,No,Yes,Yes,14.7,No,Male,Fatal,4,2021,November,17:37
Karnataka,Bike,Clear,Wet,Rural,Night,82.8,113.15,No,Not Applicable,No,No,23.8,No,Male,Fatal,3,2020,March,2:10
Maharashtra,Bus,Clear,Wet,Highway,Morning,112.6,168.59,Not Applicable,Yes,No,Yes,13.3,Yes,Male,Fatal,8,2021,January,8:42
Rajasthan,Bike,Foggy,Wet,Urban,Night,53.7,79.1,Yes,Not Applicable,Yes,No,27.6,Yes,Female,Fatal,3,2022,March,22:16
Uttar Pradesh,Car,Clear,Wet,Rural,Evening,78.9,108.42,Not Applicable,Yes,No,Yes,25.1,No,Female,Fatal,3,2021,July,20:41
Uttar Pradesh,Bus,Foggy,Wet,Highway,Morning,74.3,97.99,Not Applicable,Yes,No,Yes,15.9,No,Male,Fatal,9,2019,August,11:06
Gujarat,Truck,Clear,Wet,Highway,Morning,79.5,112.98,Not Applicable,No,Yes,Yes,34,Expired,Male,Fatal,4,2022,December,10:39
Uttar Pradesh,Car,Rainy,Wet,Urban,Morning,49,71.22,Not Applicable,Yes,Yes,No,30.8,No,Female,Fatal,7,2019,June,5:16
Rajasthan,Truck,Clear,Wet,Urban,Night,76.4,119.31,Not Applicable,Yes,Yes,No,30,Yes,Male,Fatal,3,2024,February,21:45
Gujarat,Truck,Clear,Dry,Highway,Morning,83.9,113.14,Not Applicable,No,Yes,Yes,23.2,No,Male,Fatal,3,2021,November,10:04
Tamil Nadu,Bus,Rainy,Wet,Highway,Evening,72.9,104.26,Not Applicable,Yes,Yes,No,18.1,No,Male,Fatal,38,2021,August,19:58
Maharashtra,Truck,Rainy,Damaged,Highway,Night,71.6,110.84,Not Applicable,No,No,Yes,22.5,No,Male,Fatal,3,2021,March,23:12
Maharashtra,Bike,Rainy,Wet,Highway,Morning,88.1,135.41,No,Not Applicable,No,No,23.6,Yes,Female,Fatal,3,2024,March,4:41
Maharashtra,Bike,Rainy,Damaged,Highway,Night,76,110.58,Yes,Not Applicable,Yes,Yes,16.7,Expired,Male,Fatal,4,2022,March,23:03
Rajasthan,Bike,Foggy,Wet,Urban,Morning,50.1,79.38,Yes,Not Applicable,Yes,No,31.7,Yes,Female,Fatal,5,2022,April,4:45
Gujarat,Bike,Clear,Dry,Highway,Evening,96.3,145.15,Yes,Not Applicable,Yes,Yes,19.3,Yes,Female,Fatal,3,2019,October,19:46
Gujarat,Car,Clear,Dry,Urban,Morning,52.2,76.14,Not Applicable,Yes,Yes,Yes,31.3,No,Male,Fatal,7,2020,April,10:33
Gujarat,Car,Clear,Wet,Highway,Afternoon,93.3,147.25,Not Applicable,Yes,Yes,No,20.2,Yes,Female,Fatal,3,2022,August,12:48
Karnataka,Car,Rainy,Wet,Highway,Morning,103.6,151.48,Not Applicable,Yes,Yes,No,17.6,No,Male,Fatal,4,2024,October,6:57
Maharashtra,Bike,Clear,Wet,Urban,Afternoon,51.2,75.89,No,Not Applicable,No,No,16.7,No,Female,Fatal,4,2019,August,16:57
Karnataka,Bike,Foggy,Damaged,Highway,Night,102.5,145.13,No,Not Applicable,Yes,No,16.2,Expired,Male,Fatal,6,2022,February,22:52
Rajasthan,Car,Rainy,Damaged,Highway,Morning,101.1,151.91,Not Applicable,Yes,Yes,Yes,15.9,No,Male,Fatal,7,2024,March,8:49
Tamil Nadu,Bike,Rainy,Wet,Urban,Morning,42.9,67.98,No,Not Applicable,No,Yes,30.8,Yes,Male,Fatal,3,2023,April,8:05
Gujarat,Bike,Clear,Wet,Urban,Night,64.7,98.37,No,Not Applicable,No,No,12.3,Expired,Male,Fatal,4,2022,April,1:46
Tamil Nadu,Bike,Clear,Wet,Highway,Morning,113.7,161.06,Yes,Not Applicable,Yes,Yes,18.1,No,Male,Fatal,7,2021,July,7:13
Karnataka,Car,Clear,Damaged,Urban,Morning,55.2,87.34,Not Applicable,Yes,Yes,No,32.2,No,Female,Fatal,9,2019,May,9:30
Rajasthan,Bike,Rainy,Wet,Highway,Night,86.2,114.93,Yes,Not Applicable,No,Yes,25.3,Yes,Female,Fatal,2,2024,January,22:04
Tamil Nadu,Truck,Foggy,Wet,Highway,Morning,105.6,153.11,Not Applicable,Yes,Yes,No,20.8,Yes,Male,Fatal,5,2024,August,7:07
Uttar Pradesh,Bus,Clear,Dry,Highway,Night,101,153.51,Not Applicable,Yes,No,Yes,33.5,Yes,Male,Fatal,11,2021,April,22:30
Gujarat,Bike,Foggy,Damaged,Highway,Evening,100.7,138.83,Yes,Not Applicable,Yes,Yes,30.5,Yes,Female,Fatal,3,2021,May,20:00
Maharashtra,Bus,Clear,Dry,Highway,Night,102.8,141.47,Not Applicable,Yes,Yes,Yes,31.2,No,Male,Fatal,25,2021,January,3:16
Karnataka,Car,Foggy,Wet,Urban,Night,62.8,99.04,Not Applicable,Yes,No,No,27.7,Expired,Male,Fatal,5,2021,February,0:22
Rajasthan,Truck,Clear,Wet,Highway,Afternoon,79.6,121.9,Not Applicable,Yes,Yes,No,12.5,No,Male,Fatal,7,2019,September,15:43
Rajasthan,Bike,Rainy,Wet,Urban,Evening,67.2,103.74,No,Not Applicable,Yes,No,25.4,No,Female,Fatal,4,2020,April,20:03
Karnataka,Bike,Clear,Damaged,Highway,Night,104.8,141.32,Yes,Not Applicable,No,Yes,32.8,Expired,Male,Fatal,3,2019,January,1:36
Tamil Nadu,Car,Clear,Damaged,Rural,Evening,82,130.61,Not Applicable,Yes,No,Yes,18.8,Yes,Female,Fatal,4,2021,June,20:31
Gujarat,Car,Clear,Damaged,Highway,Morning,97.2,141.97,Not Applicable,No,No,Yes,24.2,No,Female,Fatal,3,2020,July,9:31
Uttar Pradesh,Bike,Clear,Damaged,Highway,Evening,109.3,157.32,No,Not Applicable,No,No,28.4,Yes,Female,Fatal,3,2024,November,18:41
Rajasthan,Bike,Clear,Wet,Urban,Afternoon,40.5,55.17,No,Not Applicable,Yes,No,34.4,Yes,Male,Fatal,3,2020,March,12:40
Karnataka,Bike,Rainy,Wet,Rural,Afternoon,54.6,79.37,Yes,Not Applicable,Yes,No,18.8,Expired,Female,Fatal,4,2019,November,12:25
Maharashtra,Car,Rainy,Wet,Rural,Evening,52.9,78.87,Not Applicable,Yes,Yes,No,26.1,No,Male,Fatal,12,2024,July,18:21
Tamil Nadu,Truck,Rainy,Wet,Urban,Afternoon,43.9,64.25,Not Applicable,No,No,No,28.2,Expired,Male,Fatal,3,2021,June,13:32
Uttar Pradesh,Bus,Foggy,Dry,Highway,Night,93,148.69,Not Applicable,No,Yes,No,15.3,Yes,Male,Fatal,9,2022,June,2:46
Gujarat,Bike,Clear,Wet,Highway,Evening,105.8,153.88,Yes,Not Applicable,No,Yes,20.7,No,Male,Fatal,3,2024,February,19:03
Tamil Nadu,Bike,Foggy,Wet,Highway,Night,88.4,130.46,Yes,Not Applicable,Yes,No,16.9,Yes,Male,Fatal,5,2024,August,2:41
Tamil Nadu,Bike,Rainy,Dry,Highway,Night,90.7,138.51,Yes,Not Applicable,No,Yes,20,Yes,Male,Fatal,2,2021,June,21:46
Tamil Nadu,Bike,Rainy,Wet,Highway,Afternoon,88.8,131.65,Yes,Not Applicable,No,Yes,29,Yes,Female,Fatal,2,2021,September,15:35
Gujarat,Bike,Foggy,Dry,Urban,Night,66.4,94.14,No,Not Applicable,No,No,29,Expired,Male,Fatal,3,2019,August,1:33
Tamil Nadu,Car,Clear,Wet,Urban,Evening,61.4,86.99,Not Applicable,No,Yes,No,15.5,Yes,Female,Fatal,3,2022,January,18:08
Uttar Pradesh,Bike,Rainy,Dry,Highway,Afternoon,100.3,156.35,Yes,Not Applicable,No,Yes,21.7,Yes,Female,Fatal,1,2022,January,16:11
Tamil Nadu,Bike,Rainy,Wet,Rural,Morning,55.9,83.31,No,Not Applicable,No,Yes,11.2,Yes,Male,Fatal,2,2020,May,9:51
Gujarat,Bike,Foggy,Wet,Urban,Night,67,105.36,Yes,Not Applicable,Yes,No,21.7,Yes,Male,Fatal,5,2023,May,2:22
Gujarat,Bike,Clear,Wet,Highway,Morning,85.6,118.71,Yes,Not Applicable,Yes,Yes,33.4,Yes,Female,Fatal,5,2021,June,9:14
Gujarat,Car,Clear,Wet,Highway,Night,113.6,179.19,Not Applicable,Yes,Yes,No,18.3,No,Male,Fatal,8,2020,March,23:51
Uttar Pradesh,Bike,Clear,Damaged,Highway,Afternoon,91,142.98,Yes,Not Applicable,Yes,No,27.9,Yes,Female,Fatal,5,2022,September,15:18
Karnataka,Car,Rainy,Damaged,Rural,Morning,55.6,88.47,Not Applicable,No,Yes,Yes,32.8,Yes,Female,Fatal,5,2019,August,8:07
Uttar Pradesh,Bike,Rainy,Wet,Highway,Night,87.1,114.17,Yes,Not Applicable,Yes,No,12.4,Yes,Male,Fatal,5,2023,October,23:59
Tamil Nadu,Car,Clear,Wet,Rural,Evening,83.5,129.16,Not Applicable,Yes,Yes,No,23.6,No,Female,Fatal,12,2020,July,20:56
Rajasthan,Bike,Rainy,Damaged,Urban,Night,41.6,54.79,Yes,Not Applicable,Yes,Yes,16,Yes,Female,Fatal,5,2024,March,21:20
Gujarat,Bus,Foggy,Damaged,Urban,Afternoon,63.4,92.1,Not Applicable,No,No,Yes,31.3,Yes,Male,Fatal,14,2021,October,14:25
Karnataka,Bus,Rainy,Dry,Highway,Morning,92.5,137.73,Not Applicable,No,No,No,12.4,Yes,Male,Fatal,5,2020,March,8:47
Karnataka,Bike,Rainy,Wet,Rural,Evening,49.7,67.36,No,Not Applicable,Yes,Yes,19.4,No,Male,Fatal,4,2024,April,18:12
Uttar Pradesh,Truck,Clear,Wet,Highway,Morning,114,152.4,Not Applicable,Yes,Yes,No,15.3,No,Male,Fatal,7,2021,October,7:08
Karnataka,Truck,Foggy,Wet,Urban,Evening,37.3,50.86,Not Applicable,Yes,Yes,Yes,11.9,Expired,Male,Fatal,6,2022,October,18:51
Rajasthan,Bike,Clear,Damaged,Highway,Night,105.7,165.59,No,Not Applicable,No,Yes,20.1,Yes,Male,Fatal,3,2019,February,3:44
Rajasthan,Car,Clear,Wet,Highway,Night,118.2,184.24,Not Applicable,Yes,Yes,Yes,18.3,Yes,Male,Fatal,9,2023,October,21:43
Rajasthan,Car,Clear,Damaged,Highway,Night,84.7,133.96,Not Applicable,Yes,Yes,Yes,14.4,No,Female,Fatal,7,2024,April,1:40
Rajasthan,Car,Foggy,Wet,Urban,Evening,44.8,67.4,Not Applicable,No,No,Yes,24.1,No,Male,Fatal,8,2022,April,18:27
Maharashtra,Car,Clear,Wet,Urban,Afternoon,57,78.05,Not Applicable,Yes,Yes,Yes,29.2,No,Female,Fatal,7,2023,October,12:15
Maharashtra,Truck,Clear,Wet,Rural,Night,87.1,119.33,Not Applicable,Yes,Yes,No,16.5,No,Male,Fatal,4,2020,September,0:57
Maharashtra,Truck,Foggy,Wet,Urban,Night,65,90.54,Not Applicable,No,Yes,Yes,24.4,No,Male,Fatal,7,2023,October,3:38
Rajasthan,Bus,Foggy,Wet,Highway,Night,73,103.33,Not Applicable,Yes,Yes,Yes,29.3,No,Male,Fatal,42,2020,July,2:12
Tamil Nadu,Car,Clear,Damaged,Highway,Night,103.1,147.77,Not Applicable,Yes,Yes,Yes,32.4,Yes,Female,Fatal,5,2020,December,3:22
Rajasthan,Bike,Foggy,Wet,Highway,Night,85.3,122.63,No,Not Applicable,Yes,No,17.1,Yes,Male,Fatal,3,2024,April,1:12
Gujarat,Bike,Rainy,Wet,Urban,Night,47,72.56,No,Not Applicable,No,Yes,30.2,No,Male,Fatal,4,2022,August,3:01
Maharashtra,Bike,Rainy,Wet,Urban,Night,43.4,63.58,Yes,Not Applicable,Yes,No,23.3,Yes,Female,Fatal,5,2019,February,2:43
Rajasthan,Bike,Foggy,Wet,Urban,Afternoon,57.8,82.42,No,Not Applicable,Yes,Yes,21.1,Yes,Female,Fatal,5,2021,May,15:41
Maharashtra,Truck,Foggy,Wet,Highway,Night,72.5,105.95,Not Applicable,No,No,No,22.2,Yes,Male,Fatal,3,2022,August,23:39
Rajasthan,Car,Clear,Wet,Urban,Night,60,86.93,Not Applicable,No,Yes,No,23.8,Yes,Female,Fatal,6,2022,May,2:36
Rajasthan,Bus,Foggy,Wet,Highway,Morning,96.9,126.47,Not Applicable,Yes,Yes,No,27.9,Expired,Male,Fatal,41,2020,February,10:47
Maharashtra,Truck,Rainy,Wet,Urban,Night,50.4,76.29,Not Applicable,Yes,Yes,No,24.7,Yes,Male,Fatal,3,2024,November,2:53
Uttar Pradesh,Bike,Rainy,Wet,Urban,Night,40.6,59.8,Yes,Not Applicable,Yes,No,12.2,Expired,Female,Fatal,4,2023,February,23:15
Gujarat,Bike,Foggy,Wet,Highway,Evening,94,133.01,No,Not Applicable,No,Yes,18.8,Yes,Female,Fatal,3,2021,November,19:33
Rajasthan,Truck,Rainy,Damaged,Highway,Morning,74.7,116.49,Not Applicable,Yes,Yes,No,15.5,No,Male,Fatal,4,2021,July,6:34
Gujarat,Bus,Foggy,Wet,Urban,Evening,54.4,79.72,Not Applicable,No,Yes,Yes,15.6,Yes,Male,Fatal,34,2024,March,18:01
Uttar Pradesh,Car,Clear,Wet,Rural,Evening,71.6,95.6,Not Applicable,Yes,Yes,Yes,26,Yes,Male,Fatal,5,2024,January,18:03
Uttar Pradesh,Bike,Clear,Dry,Urban,Afternoon,58,84.98,No,Not Applicable,Yes,No,30.5,No,Male,Fatal,4,2020,November,12:44
Rajasthan,Bike,Clear,Damaged,Highway,Night,116.5,156.9,No,Not Applicable,Yes,Yes,10.6,No,Female,Fatal,7,2019,June,22:32
Karnataka,Truck,Rainy,Dry,Urban,Night,66.5,99.29,Not Applicable,Yes,Yes,Yes,29.6,No,Male,Fatal,4,2022,June,1:48
Karnataka,Truck,Clear,Damaged,Highway,Morning,111.4,158.64,Not Applicable,Yes,Yes,Yes,21.6,Yes,Male,Fatal,5,2021,March,8:50
Uttar Pradesh,Bus,Foggy,Wet,Highway,Morning,70.7,103.03,Not Applicable,Yes,Yes,No,16.2,No,Male,Fatal,38,2020,November,9:56
Uttar Pradesh,Car,Rainy,Damaged,Highway,Afternoon,71.4,102.05,Not Applicable,Yes,Yes,No,19.3,No,Male,Fatal,7,2023,June,16:26
Gujarat,Truck,Clear,Wet,Highway,Evening,86.9,131.61,Not Applicable,No,No,Yes,33,Expired,Male,Fatal,4,2021,June,20:11
Gujarat,Truck,Foggy,Damaged,Highway,Night,103.5,152.41,Not Applicable,Yes,No,No,30.7,Yes,Male,Fatal,2,2020,May,21:25
Gujarat,Bike,Foggy,Wet,Urban,Evening,59.3,77.46,No,Not Applicable,Yes,Yes,17.2,No,Female,Fatal,7,2022,September,17:56
Uttar Pradesh,Truck,Clear,Damaged,Highway,Night,100.5,138.67,Not Applicable,No,Yes,No,20.1,Yes,Male,Fatal,5,2021,May,3:18
Tamil Nadu,Car,Foggy,Damaged,Rural,Night,62.9,82.11,Not Applicable,Yes,Yes,Yes,21.6,Yes,Female,Fatal,3,2023,February,3:30
Tamil Nadu,Truck,Rainy,Wet,Urban,Evening,55.1,83.96,Not Applicable,Yes,Yes,Yes,13.3,Expired,Male,Fatal,6,2022,December,20:08
Uttar Pradesh,Bike,Clear,Damaged,Highway,Evening,91.3,122.09,Yes,Not Applicable,Yes,No,24.5,No,Female,Fatal,4,2021,February,18:24
Tamil Nadu,Car,Foggy,Damaged,Highway,Morning,104,145.43,Not Applicable,Yes,No,No,30.9,Yes,Female,Fatal,3,2019,January,4:18
Gujarat,Bike,Rainy,Damaged,Urban,Afternoon,40.8,62.85,No,Not Applicable,Yes,No,15.9,Yes,Female,Fatal,3,2020,January,13:13
Rajasthan,Car,Clear,Wet,Highway,Afternoon,91.1,122.63,Not Applicable,No,No,No,22.2,No,Male,Fatal,8,2021,September,15:50
Uttar Pradesh,Car,Rainy,Damaged,Urban,Night,70,108.7,Not Applicable,Yes,No,No,27.4,No,Female,Fatal,3,2021,February,2:33
Maharashtra,Bike,Foggy,Damaged,Highway,Morning,83.8,116.23,Yes,Not Applicable,Yes,Yes,28,Expired,Female,Fatal,6,2021,September,5:55
Rajasthan,Bike,Clear,Wet,Highway,Afternoon,84.6,128.33,Yes,Not Applicable,Yes,No,26.3,Yes,Male,Fatal,3,2019,May,13:21
Uttar Pradesh,Car,Rainy,Damaged,Highway,Night,108.6,157.13,Not Applicable,Yes,Yes,Yes,16.8,No,Male,Fatal,7,2024,November,0:31
Karnataka,Bus,Clear,Wet,Highway,Morning,80.3,121.37,Not Applicable,Yes,No,No,19,Yes,Male,Fatal,19,2020,August,6:59
Gujarat,Car,Rainy,Wet,Highway,Morning,78.9,125.06,Not Applicable,Yes,Yes,Yes,12.4,Yes,Female,Fatal,9,2019,March,8:22
Uttar Pradesh,Bike,Rainy,Wet,Highway,Night,106.5,142.12,Yes,Not Applicable,No,No,12,No,Female,Fatal,4,2022,June,0:21
Karnataka,Bike,Rainy,Wet,Rural,Morning,52.3,78.22,No,Not Applicable,No,No,27.1,Yes,Female,Fatal,3,2022,March,6:36
Karnataka,Car,Rainy,Wet,Highway,Night,92.3,142.4,Not Applicable,Yes,Yes,No,15.4,No,Female,Fatal,4,2022,August,22:21
Maharashtra,Bus,Clear,Wet,Highway,Night,104.8,163.12,Not Applicable,Yes,Yes,No,20.4,Expired,Male,Fatal,11,2024,June,2:49
Gujarat,Bike,Clear,Wet,Highway,Afternoon,99.9,133.81,No,Not Applicable,Yes,Yes,14.7,Yes,Male,Fatal,5,2021,June,12:44
Tamil Nadu,Bus,Clear,Wet,Urban,Morning,52.2,71.06,Not Applicable,No,Yes,Yes,24.8,Expired,Male,Fatal,14,2021,January,5:13
Tamil Nadu,Bike,Foggy,Dry,Rural,Night,54.9,85.05,Yes,Not Applicable,Yes,Yes,11.1,No,Male,Fatal,3,2024,October,21:46
Tamil Nadu,Bike,Clear,Wet,Highway,Morning,108.2,169.31,No,Not Applicable,Yes,Yes,23.4,Yes,Male,Fatal,3,2024,October,9:49
Rajasthan,Bike,Rainy,Damaged,Highway,Afternoon,85.7,130.5,Yes,Not Applicable,No,Yes,18.2,Expired,Female,Fatal,3,2022,April,15:08
Uttar Pradesh,Bus,Clear,Wet,Urban,Night,68.6,93.09,Not Applicable,No,No,No,30.8,Yes,Male,Fatal,26,2019,August,22:55
Karnataka,Truck,Clear,Wet,Rural,Evening,69.8,104.15,Not Applicable,Yes,Yes,Yes,26.7,Expired,Male,Fatal,4,2022,August,17:38
Tamil Nadu,Bus,Clear,Dry,Highway,Morning,96.9,152.1,Not Applicable,Yes,No,No,13.3,Expired,Male,Fatal,15,2020,May,4:46
Karnataka,Bike,Rainy,Wet,Urban,Morning,53.9,75.35,Yes,Not Applicable,Yes,Yes,23.8,Yes,Female,Fatal,3,2021,January,9:37
Uttar Pradesh,Car,Foggy,Wet,Rural,Afternoon,70.8,92.72,Not Applicable,Yes,Yes,No,27.2,Yes,Female,Fatal,3,2021,November,12:07
Rajasthan,Car,Foggy,Wet,Urban,Morning,44.8,68.59,Not Applicable,Yes,Yes,No,29.5,Yes,Female,Fatal,6,2019,June,7:30
Uttar Pradesh,Bus,Clear,Damaged,Highway,Night,89.9,124.98,Not Applicable,No,Yes,No,15.2,No,Male,Fatal,22,2024,January,2:04
Uttar Pradesh,Car,Clear,Wet,Highway,Morning,89.2,141.76,Not Applicable,Yes,No,Yes,22.5,Yes,Male,Fatal,3,2024,August,4:14
Uttar Pradesh,Car,Clear,Wet,Highway,Evening,90,139.21,Not Applicable,Yes,Yes,No,11.5,No,Female,Fatal,4,2019,May,18:36
Gujarat,Bike,Rainy,Wet,Urban,Morning,53.9,83.86,Yes,Not Applicable,Yes,No,20.8,No,Female,Fatal,4,2022,January,8:10
Karnataka,Bike,Clear,Wet,Highway,Morning,87,128.13,Yes,Not Applicable,No,Yes,22.2,Expired,Male,Fatal,3,2019,November,9:55
Karnataka,Bike,Foggy,Dry,Urban,Night,56.5,75.14,Yes,Not Applicable,Yes,No,21.7,No,Female,Fatal,4,2023,September,0:12
Gujarat,Bus,Clear,Damaged,Highway,Night,116.1,155.45,Not Applicable,No,No,No,34.5,Yes,Male,Fatal,10,2023,August,0:04
Maharashtra,Bike,Clear,Wet,Urban,Evening,71.6,95.74,No,Not Applicable,Yes,No,32.6,No,Female,Fatal,4,2020,December,20:46
Tamil Nadu,Bike,Clear,Wet,Highway,Evening,79.4,123.7,Yes,Not Applicable,Yes,Yes,15.9,No,Female,Fatal,4,2022,April,17:57
Rajasthan,Bike,Foggy,Wet,Highway,Night,107,165.53,No,Not Applicable,No,Yes,16.5,Yes,Female,Fatal,3,2023,May,0:45
Maharashtra,Bike,Rainy,Dry,Highway,Evening,83.5,122.93,No,Not Applicable,Yes,No,31.9,No,Female,Fatal,4,2024,February,18:37
Uttar Pradesh,Truck,Rainy,Dry,Highway,Night,75.1,103.46,Not Applicable,No,Yes,No,16,No,Male,Fatal,4,2020,January,2:15
Uttar Pradesh,Bike,Foggy,Damaged,Highway,Night,91.2,120.32,Yes,Not Applicable,Yes,No,29.2,Expired,Male,Fatal,6,2023,July,1:06
Tamil Nadu,Bike,Rainy,Damaged,Highway,Morning,79,124.78,No,Not Applicable,Yes,No,24.5,Expired,Male,Fatal,6,2023,February,10:12
Karnataka,Bus,Clear,Damaged,Urban,Night,70.4,107.54,Not Applicable,Yes,Yes,Yes,34.7,Yes,Male,Fatal,31,2019,July,22:18
Tamil Nadu,Bike,Rainy,Damaged,Rural,Evening,70.8,111.19,No,Not Applicable,No,No,28.1,No,Female,Fatal,3,2021,February,19:04
Karnataka,Bike,Clear,Wet,Rural,Morning,70.3,92.24,Yes,Not Applicable,Yes,No,23,No,Female,Fatal,4,2023,December,6:42
Maharashtra,Bus,Clear,Wet,Urban,Night,69.4,94.87,Not Applicable,Yes,Yes,Yes,23.3,No,Male,Fatal,38,2021,August,21:22
Gujarat,Car,Rainy,Wet,Highway,Night,95.7,143.41,Not Applicable,Yes,Yes,No,34.9,Expired,Female,Fatal,6,2021,November,1:34
Tamil Nadu,Truck,Foggy,Dry,Rural,Night,74,113.82,Not Applicable,No,Yes,Yes,12,No,Male,Fatal,4,2023,September,0:37
Uttar Pradesh,Bus,Clear,Dry,Urban,Night,58.6,84.36,Not Applicable,Yes,Yes,No,27.9,No,Male,Fatal,29,2020,November,23:43
Gujarat,Bike,Clear,Damaged,Highway,Morning,105.1,152.94,Yes,Not Applicable,Yes,No,22,Yes,Female,Fatal,5,2023,April,5:47
Tamil Nadu,Bike,Clear,Wet,Urban,Night,49.3,66.98,No,Not Applicable,No,Yes,22,No,Female,Fatal,4,2020,January,2:46
Maharashtra,Bike,Rainy,Wet,Urban,Night,53.6,74.32,Yes,Not Applicable,Yes,No,17.1,Yes,Female,Fatal,3,2024,August,1:45
Karnataka,Bike,Rainy,Wet,Highway,Afternoon,92.3,138.44,No,Not Applicable,Yes,Yes,17.7,Yes,Male,Fatal,5,2024,June,12:04
Tamil Nadu,Truck,Clear,Dry,Urban,Night,43,64.07,Not Applicable,Yes,Yes,Yes,34,No,Male,Fatal,4,2023,March,21:05
Gujarat,Bike,Clear,Wet,Highway,Night,81.1,115.27,Yes,Not Applicable,No,No,31.7,No,Male,Fatal,4,2021,September,1:51
Tamil Nadu,Bike,Clear,Wet,Highway,Afternoon,95.2,133.88,Yes,Not Applicable,No,No,21.8,Yes,Female,Fatal,2,2023,December,14:18
Maharashtra,Bike,Foggy,Damaged,Rural,Morning,58.5,92.92,No,Not Applicable,No,Yes,15.3,No,Female,Fatal,3,2024,June,5:14
Maharashtra,Bus,Rainy,Wet,Highway,Evening,95.2,140.66,Not Applicable,Yes,No,No,34.2,No,Male,Fatal,27,2022,November,18:04
Rajasthan,Truck,Foggy,Dry,Highway,Morning,87.6,135.32,Not Applicable,Yes,Yes,Yes,14.5,Yes,Male,Fatal,3,2022,July,10:30
Tamil Nadu,Bike,Rainy,Wet,Urban,Night,41.9,59.18,Yes,Not Applicable,Yes,No,13.5,Yes,Male,Fatal,5,2019,October,21:21
Rajasthan,Car,Clear,Damaged,Rural,Morning,63.2,84.98,Not Applicable,No,Yes,No,23.7,No,Male,Fatal,8,2024,November,5:19
Rajasthan,Bike,Foggy,Wet,Urban,Afternoon,51.4,69.65,No,Not Applicable,Yes,Yes,12.8,Expired,Male,Fatal,4,2020,December,13:50
Karnataka,Bike,Rainy,Dry,Highway,Night,81.5,110.93,Yes,Not Applicable,Yes,Yes,18.2,No,Female,Fatal,3,2020,December,2:45
Rajasthan,Bus,Clear,Wet,Rural,Night,52.7,80,Not Applicable,Yes,No,No,34.6,No,Male,Fatal,17,2022,July,1:12
Uttar Pradesh,Bike,Rainy,Wet,Urban,Night,42.6,58.51,No,Not Applicable,Yes,Yes,16.1,No,Female,Fatal,7,2020,April,3:39
Rajasthan,Car,Rainy,Dry,Urban,Morning,39.3,58.37,Not Applicable,No,No,No,33.3,No,Female,Fatal,5,2024,October,10:00
Rajasthan,Bike,Foggy,Damaged,Rural,Night,48.1,64.75,Yes,Not Applicable,Yes,Yes,17.1,Yes,Female,Fatal,5,2019,October,3:08
Uttar Pradesh,Car,Clear,Wet,Highway,Morning,100.5,134.24,Not Applicable,Yes,Yes,No,24.1,No,Female,Fatal,7,2022,May,4:36
Maharashtra,Bike,Clear,Wet,Rural,Night,78.7,121.52,Yes,Not Applicable,Yes,No,24.3,No,Female,Fatal,7,2019,March,2:06
Maharashtra,Car,Foggy,Damaged,Highway,Evening,103.5,135.15,Not Applicable,Yes,No,Yes,24.6,Yes,Male,Fatal,2,2022,February,20:10
Gujarat,Car,Rainy,Damaged,Highway,Morning,88.7,131.8,Not Applicable,Yes,Yes,Yes,11,No,Male,Fatal,4,2024,March,7:12
Gujarat,Car,Foggy,Wet,Highway,Evening,99.8,130.02,Not Applicable,Yes,Yes,Yes,15.1,Yes,Female,Fatal,6,2022,March,18:19
